size	matrix	i.list	sat = 0.7
100	0.0003	0.0002
200	0.0008	0.0006
300	0.0015	0.0012
400	0.0025	0.0023
500	0.004	0.0036
600	0.0055	0.005
700	0.0068	0.0063
800	0.008	0.0075
900	0.0101	0.0092
1000	0.0122	0.0113
1100	0.015	0.0135
1200	0.0172	0.0157
1300	0.02	0.0179
1400	0.0221	0.02
1500	0.026	0.0226

