size	matrix	i.list	sat = 0.3
100     0.000114286	0.000185714
200     0.0006  0.000328571
300     0.00128571      0.000828571
400     0.00178571      0.00114286
500     0.00278571      0.00184286
600	0.004	0.0027
700	0.00505	0.00365
800	0.0073	0.005
900	0.00885	0.00595
1000	0.01135	0.0076
1100	0.01335	0.00895
1200	0.01565	0.01075
1300	0.0184	0.0123
